advocacy;Eintreten , Fürsprache
protagonist;Vorkämpfer
complaints;Beschwerden, Klagen
synopsis;Zusammenfassung , Übersicht
monk;Mönch
kit;Bausatz 
correspondence;Briefwechsel , Korrespondenz , Schriftverkehr , Schriftwechsel 
bicycle;fahradfahren, Fahrrad 
objectives;Kampfziele
achieving;ausführend, erreichend
dust;Staub 
angry;aufgebracht, böse, erzürnt, zornig, ärgerlich
prosecution;Betreibung 
errors;Irrtümer
quit;verlassen
quit};verlassen
crop;Ernte , Getreide , Haarschnitt , Schnitt 
owing;schuldend, verdankend
notion;Begriff , Gedanke , Idee 
geometry;Geometrie , Geometrie   
detection;Entdeckung , Erkennung 
verses;versen
absent;abwesend, fehlend, fernbleibend
protecting;schützend
spy;Kundschafter, Spion 
prominence;Bedeutung 
presenting;darbietend, präsentierend
sandstone;Sandstein 
accuracy;Exaktheit , Genauigkeit , Treffgenauigkeit 
careers;Karrieren
postwar;Nachkriegs...
wilderness;Wildnis 
demonstrate;beweisen, darlegen, demonstrieren, veranschaulichen
coin;Geldstück, Münze
ceiling;(Zimmer-) Decke , Obergrenze , Zimmerdecke 
crews;Besatzungen
bore;Bohrung 
accommodation;Quartier , Unterbringung , Unterkunft , Versorgung 
accommodation;Anpassung 
warrior;Krieger
voluntary;freiwillig
idol;Abgott , Idol 
costume;Kostüm
luxury;Aufwand , Luxus 
sudden;jäh, plötzlich, plötzliche
planes;hobelt
chest;Brust , Brustkorb , Kasten, Kiste , Koffer
carol;Weihnachtslied 
humanitarian;humanitär
lens;Linse , Objektiv  (phot.) 
walks;wandert
spotted;fleckig
cottage;Dorf , Häuschen, Hütte
disputes;streitet, Streitfragen
guidelines;Leitlinien, Richtwerte
quest;Frage , Suche 
pavilion;Pavillon 
conviction;Überzeugung
labels;Anschriften, beklebt
entrepreneur;Unternehmer 
fitness;Fitness , Tauglichkeit 
acceptance;Abnahme , Akzept, Akzeptanz , Annahme 
fights;bekämpft, kämpft
wheat;Weizen 
col;Gebirgspass , Spalte 
rectangular;rechteckig
co-operative;entgegenkommend
cooperative;zusammenarbeitende, zusammenwirkend
consulting;konsultierend, um Rat fragend, zuziehende
performs;führt durch
strictly;grundsätzlich, strenges
trace;Einzelschritt-Fehlersuche , Spur , Spur   , Verfolgung 
contrary;entgegengesetzt, zuwider
highlights;Höhepunkte
proclaimed;ausgerufen, proklamierte, proklamierten
rehabilitation;Rehabilitation , Rehabilitierung 
proceeds;Erlös, verfährt
autobiography;Autobiografie , Autobiographie 
obvious;deutlich, eindeutig, offensichtlich
lacked;fehlte
charitable;karikativ, wohltätig
starter;Anlasser , Starter , Startprogramm , Vorspeise 
collector;Kollektor , Sammel-Elektrode , Sammler
entities;Dasein 
attractions;Anziehungen, Anziehungspunkte, Attraktionen, Reize
constituencies;Wahlbezirke, Wahlkreise
openly;offen
portfolio;Geschäftsbereich, Mappe  (Zeichen-) 
continuously;fortgesetzt, fortlaufende, unaufhörlich
urged;drängte
lengths;Längen
narrowly;eingeengt
resided;angesiedelt, gehaust, hauste
editors;Herausgeber, Herausgeberinnen, veränderer
elaborate;ausarbeiten, kompliziert
complicated;kompliziert, komplizierte
wards;Zellen
homeland;Heimatland 
controlling;beaufsichtigend, kontrollierend
livestock;Vieh 
highland;Hochland 
steep;abschüssig, einweichen
circus;Zirkus 
elderly;ältlich
professionally;beruflich, professionell
consciousness;Bewußtsein, Gewissenhaftigkeit 
prospect;Aussicht , Chance , Erwartung , Perspektive , Sicht 
lateral;seitlich
chuck;Bohrfutter , einspannen
malaysian;Malaysier 
clergy;Geistliche 
ore;Erz 
spelling;buchstabierend, Orthographie , Rechtschreibung , Schreibweise 
subway;Fußgängerunterführung, Unterführung
subway;U-Bahn 
teen;jugendlich
translations;Übersetzungen
pregnancy;Schwangerschaft 
batted;schlug
missionaries;Missionare
organisms;Organismen
marketed;verkaufte
accidentally;aus Versehen, unglücklicherweise, zufällig
invaded;drang ein, eingedrungen
reliable;betriebssicher, verlässlich, zuverlässig, zuverlässige
warned;gewarnt, warnte
ion;Ion 
placement;(Stellen-) Vermittlung , Aufstellen , Bestückung, Einstellung  (eines Arbeitssuchenden) , genaues Plazieren (eines Balles im Tennis), Hinstellen , Legen , Platzanweisung , Plazierung , Setzen , Stellen, Unterbringung 
placement;Praktikum in der Industrie
trafficking;Handel 
dealt;gehandelt
dealt);(Schlag) versetzen, austeilen; geben
dealt};handeln, zuteilen
critically;kritische
listening;hinhörend, hörend, lauschend
scouts;Aufklärer, Kundschafter, Pfadfinder, Späher
promising;aussichtsreich, aussichtsvoll, versprechend, vielversprechend
overcome;herüberkommen
overcome};überwinden, überwältigen
delegate;Abgeordnete , Abgesandte , abgesandte, delegieren, delegiert
trunk;Amt , Baumstamm , Koffer, Rumpf , Schrankkoffer, Stamm 
trunk;Kofferraum 
lit;angezündet, entzündete, erleuchtete
harmony;Eintracht , Harmonie 
speaks;redet, spricht
uncertain;entketten, unsicher
perception;Auffassung , Auffassungskraft , Begriff , Empfindung , Erkenntnis , geitige Wahrnehmung , sinnliche, Vorstellung , Wahrnehmungsvermögen
trainer;Trainer
frog;Frosch 
immigrant;Einwanderer, Immigrant 
citation;Vorladung , Zitate
sail;Segel
reinforced;verstärkte, verstärkten
invested;investierte
resolved;aufgelöst, entschlossen
traces;Spuren
devil;teufel, Teufel
gymnasium;Turnhalle 
ulster;Ulster 
decoration;Dekoration , Verzierung 
bombs;Bomben 
opinions;Meinungen
theaters;Theater
activism;Aktivismus 
bread;Brot , panieren
snail;Schnecke 
insisted;bestanden auf, insistierte
brass;Blechbläser, Messing 
prizes;Belohnungen, Ehrenpreise, Preise
trap;Falle , Fallgrube 
formats;formatiert
tiny;winzig
chaired;Amtseinsetzung 
decorative;dekorativ
rescued;gerettet, rettete
drainage;Ableitungskanal , Entwässerung
staying;bleibend, weilend
electron;Elektron 
capability;Fähigkeit, körperliche oder geistige Fähigkeit
academics;Akademiker, akademische
item;Begriff , Einzelheit , Element , Gegenstand , Größe, Punkt 
demolition;Abbruch , Zerstörung
disk;Diskette , Kreisscheibe   , Teller  (am Skistock) 
cultivation;Anbau , Pflege  (eines Gartens , von Beziehungen)
log;aufzeichnen, Holzblock , Holzklotz , protokollieren, Sägeblock
preceded;fortgeschritten
postponed;verschob
continent;Erdteil , Festland , Kontinent 
edwin;Edwin 
slope;Abhang , Hang , Neigung , Steigung   
squadrons;Geschwader, Schwadrone
educator;Erzieher 
gravity;Anziehungskraft , Schwere , Schwerkraft 
projected;geplant, herausgeragt, plante
grandmother;Großmutter
liner;Linienfahrzeug , Linienschiff , Mantel , Rohr 
convent;Kloster 
stern;ernst, Heck 
reflects;reflektiert, wirft zurück
dale;Tal 
violation;Verletzung , Übertretung
enrollment;Einschreibung , Eintragung 
Yugoslav;Jugoslawe 
seating;Auflagefläche, Bestuhlung , Fundament 
spelled;richtig schreiben
suite;Folge , Gefolge 
hectares;Hektare
newer;neuer
leased;geleast, gemietet, verpachtete, verpachteten
chicken;Huhn , Küken
conservatives;Konservativen
screening;Abschirmung , Rasterung 
crashed;abgestürzt, gekracht, zerbrach
realm;Königreich, Reich 
ace;As 
meter;Messgerät, Meter, Takt 
meter;Meter, Metrik 
exercises;Manöver  (militärisch), Übung, Übungen
reunited;vereinigte wieder, wiedervereinigt
ecclesiastical;kirchengeistlich, kirchlich
bend;Biegung , Krümmung, Kurve 
lanes;Wege
flies;fliegt
explorer;Erforscher , Forscher
ecological;ökologische
statute;Satzung 
innocent;unschuldig
terror;Schrecken, Terror 
licence;Erlaubnis , Lizenz 
sovereign;Herrscher 
broadcaster;Rundfunksprecher 
combining;kombinierend
halls;Hallen, Säle
fountain;Brunnen, Fontäne, Herkunft 
comment;Bemerkung , Erläuterung, Kommentar , Stellungnahme 
dining;dinierend, Ess..., speisend
bike;Fahrrad , Motorrad 
diary;Tagebuch , Taschenkalender , Terminkalender 
terminated;beendet
coral;Koralle 
pier;Brückenpfeiler, Pfeiler  (Brücken-), Pier 
thunder;Donner 
variables;variablen, Variablen
everyday;alltäglich, täglich
unlikely;ungleich, unwahrscheinlich
chronic;chronisch
monarchy;Monarchie 
rod;faulen, Rute , Stab , Stange , verfaulen
risks;Risiken, wagt
intact;unbeschädigt
yankees;Nordstaatler 
undertook;unterfing, unternahm, übernahm
dimension;Abmessung , Ausmaß, Dimension , Dimension   
troop;Schar , Trupp 
deceased;verstorben
wartime;Kriegszeit 
destroying;vernichtend, zerstörend
cruiser;Kreuzer
witnessed;bezeugte
viewing;sehend
airborne;durch die Luft getragen, im Flugzeug befördert
cuisine;Küche
noticed;notiert, notierte
interference;Beeinträchtigung, Eingriff , Mischen , Störung
scorer;schütze
prairie;Prärie
conquered;besiegte, eroberte
anthem;Hymne 
evangelical;evangelischen
designers;Designer
missiles;Geschosse
paramount;höchst, höchste
terrorism;Terrorismus 
precipitation;Eile , Hast , Herabstürzen, jäher Sturz, Niederschlag , Sturz 
asylum;Asyl , Heim 
peaks;magert ab, Spitzen
inscriptions;Eintragungen
antarctic;Antarktis 
detected;bemerkt, entdeckt, entdeckte
throwing;schmeißend
seeks;sucht
highlands;Mittelgebirge 
ideology;Ideenlehre , Ideologie , Weltanschauung 
mate;Partner, schachmatt, verbinden, zusammengehören, zusammenpassen
loaned;geliehen
wishes;Wünsche
leather;Leder 
sacrifice;Opfer
measurements;Messungen
romans;Römer
transmitter;Sender , Zeichengeber 
nobility;Adel , Adelsgeschlecht , Adelsstand 
freshwater;Süßwasser
enlarged;erweiterte, vergrößert, vergrößerte
ernst;solemn
correspondent;Bankverbindung  (einer Bank) , entsprechend, Korrespondent 
dorsal;dorsal
lifted;abgehoben, angehoben, hob
hurling;schleudernd
yield;Ausbeute , Ertrag , Gewinn 
enacted;verordnet, verordnete
paradise;Paradies 
dancers;Tänzer
provider;Anbieter , Ernährer, Versorger 
keyboard;Klaviatur , Tastatur 
freeway;Autobahn 
integrity;Integrität, Unbescholtenheit 
patriots;Patrioten
struggles;kämpft, ringt, strampelt
aunt;Tante 
peaceful;einträchtig, friedlich, geruhsam
sizes;Formate , Größen
papal;päpstlich
dropping;abwerfend, fallenlassend
appealed;appellierte, eingewirkt
inspection;Abnahme , Betrachtung , Prüfung, Überprüfung
galleries;Emporen, Galerien
acute;intensiv, scharf
voltage;(elektrische) Spannung , Voltzahl 
carriers;Boten, Träger
disability;Erwerbsunfähigkeit, Unfähigkeit
worse;schlechter, schlimmer
sleeping;schlafend
systematic;planmäßig, systematisch
jam;Konfitüre, Marmelade , Papierstau 
cherry;Kirsche 
physicians;Ärzte
harm;Leid , Schaden , Unglück, Voreingenommenheit 
torture;Folter , Marter , Qual 
odd;einzeln, ungerade, ungerade 
chassis;Fahrgestell , Fahrwerk , Gehäuse
consecrated;segnete
servants;Diener
explicitly;ausführlich, deutlich, explizit
sociology;Soziologie 
hammer;Hammer 
penalties;Strafen, Strafmaßnahmen
bigger;größer
translator;Übersetzer
skiing;Ski laufend, skilaufend
autonomy;Autonomie , Selbständigkeit
hostile;feindlich, feindselig
loves;liebt
lacking;fehlend
particle;Partikel , Teil , Teilchen 
screened;abgeschirmt, filtrierte
complexity;Kompliziertheit , Umfang 
bordered;angegrenzt, eingefasste
reservation;Reservat , Reservierung 
similarities;Ähnlichkeiten
line-up;Mannschaftsaufstellung , Reihe 
lineup;Aufstellung  (Mannschaft) 
tensions;Spannungen
treasure;Kleinod , Schatz 
swift;schnell
unanimous;einhellig, einmütig, einstimmig
equations;Gleichstellungen
advances;Anmärsche, Annäherungsversuche, rückt vor, Vormärsche
loaded;aufgeladen, beladen, geladen
vaccine;Impfstoff , Schutzstoff 
breakthrough;Durchbruch 
lunar;Mond...
pocket;Ablage , Ablagefach , Fach , Tasche 
pocket,;Hosentasche 
anonymous;anonym, namenlos
Bavaria;Bayern 
graduates;promoviert, stuft ab
sin;Sünde, sündigen
textile;Textil...
hiding;verheimlichend
unofficial;inoffiziell
inception;Beginn 
chains;Fesseln, Ketten, verbindet, Verkettung 
armored;gepanzert
detachment;Ablösung, Abteilung , Trennung 
plaque;Zahnbelag 
Prussian;Preuße, preußisch
informal;formlos, unformell
eleventh;elfte
bypass;Kurzschluss , Umgehung , Umgehungsstraße
economist;Volkswirtschaftler, Ökonom
spirits;Branntwein , Geister, Sprit 
Easter;Ostern 
detention;Arrest , Festnahme , Vorenthaltung 
terrestrial;Erd..., irdisch, weltlich
frames;Rahmen, umrahmt
trailer;Anhänger, Bandende , Nachspann 
aesthetic;Ästhetik, ästhetisch
hoping;hoffend
watershed;Wasserscheide , Wendepunkt 
countryside;Landschaft 
liver;Leber 
Lebanese;Libanese 
seasonal;jahreszeitlichen, zeitlich
fake;falsch, Schwindel
stems;Stammwörter
cats;Katzen
happens;ereignet, geschieht
lesbian;Lesbierin , lesbisch
requests;Aufforderungen, verlangt
photograph;Fotografie 
feast;Fest , Festgelage 
differential;Differential   , Differential...
modes;Methoden, Modi
struggling;kämpfend, ringend, strampelnd
rent;Hausmiete , Miete , mieten, Pacht , pachten, Pachtzins , vermieten
rent};reißen, zerfleischen
attractive;anziehend, attraktiv, reizvoll
blacks;Schwarzen
marched;gestiefelt, marschierte
armor;Panzer 
backup;Sicherstellung , Sicherung , Sicherungs...
avoided;gemieden, ungültig gemacht, vermied
contributor;Beitragende , Mitarbeiter 
collaborative;behilflich
secretly;unter der Hand
slot;Schlitz , Steckplatz  für Baugruppe
trilogy;Trilogie 
hardy;kühn
spacecraft;Raumfahrzeug , Raumschiff 
instances;Belegstellen, Instanzen, Umstände
dairy;Käserei, Molkerei 
invention;Erfindung 
wished;gewünscht
dental;zahnärztlich
ancestors;Vorfahren
brewery;Bierbrauerei 
sued;verklagte
buying;einkaufend, erkaufend, Kauf , Kaufen 
ally;Verbündete
conservatory;Gewächshaus, Konservatorium , Musikhochschule 
portal;Portal 
coordinates;Koordinaten
dialects;Dialekte
wound;Wunde 
wound};drehen, schlängeln, sich winden
walked;gegangen, gewandert, ging
strongest;kampfstärkste, stärkste
suffrage;Stimmrecht 
adviser;Berater, Ratgeber 
mentor;Mentor 
loyalty;Loyalität, Untertantreue 
riots;Ausschreitungen, Tumulte
modifications;Änderungen
tin;Dose , Konserve , Konservenbüchse, Zinn , Zinnblechbüchse
affiliation;Angliederung , Zugehörigkeit
unemployment;Arbeitslosigkeit 
blow;Hieb , Schlag 
infected;angesteckt, infizierte
reflecting;abspiegelnd, reflektierend, zurückwerfend
terrace;Absatz  (Gelände), Terrasse 
subtropical;subtropisch
carpenter;Schreiner, Zimmermann 
combine;Konzern , Mähdrescher
modest;anspruchslos, bequem, bescheiden
searching;absuchend, durchsuchend, suche, suchend
folded;faltete, gefaltet
maker;Verfertiger 
monarch;Monarch 
termed;beendet, benannte
seventeen;siebzehn
generating;erzeugend
swan;Schwan 
providence;Vorsehung 
pub;Kneipe 
viral;Virus...
maple;Ahorn 
excluded;ausgenommen, ausgeschlossen
canceled;gelöscht
blade;Blatt , Klinge , Schaufel 
shells;Granaten, Schalen
descended;abgestammt, abstammen, stieg ab
respected;angesehen, berücksichtigte
archdiocese;Erzdiözese
stick;Stiel  (Besen-) , Stock 
damages;Schäden
statues;Standbilder
heating;erhitzend, Erwärmung, Heizung 
financing;finanzierend
adds;fügt hinzu
liked;beliebt, gemocht, gemocht haben, mochte
thoughts;dachte
playwright;Dramatiker 
memoir;Denkschrift 
humor;Humor , Komik 
flown;geflogen
flown};fliegen
riot;Aufruhr , Ausschreitung , Krawall , Volksaufruhr 
juvenile;jugendlich
slight;dünn, geringfügig, klein, schwach, unbedeutend, unwichtig
savings;Abspeicherungen, Einsparung , Ersparnis , Ersparnisse, Sparbuch 
busy;belebt, belegt, beschäftigen, beschäftigt, besetzt, fleißig, geschäftig, tätig
sovereignty;Souveränität
dish;Gericht , Schüssel
catalogue;Katalog , Prospekt 
excessive;ausschließlich, ausschweifend, übermäßig, überschüssig
crest;Bergrücken, Büschel, Gipfelpunkt , Haube , Kamm , Mähne, Scheitelpunkt , Wellenkamm 
smallest;kleinste, kleinsten
tracking;Nachführen, Verfolgen 
gymnastics;Gymnastik 
pleasure;Freude , Genuss , Vergnügen, Vergnügung
possessed;besaß
boxes;Boxen, Kisten, Schachteln
remake;Neuauflage , Neugestaltung 
rotten;faulig, morsch, scheußlich, verfault
abbreviated;abgekürzte, abgekürztes, verkürztes
bombardment;Beschießung
spreading;ausbreitend, Ausweitung , spreizend
beats;schlägt
charted;entwarf
tram;Bahn , Straßenbahn
generals;Feldherren
privacy;Datenschutz 
flags;Fahnen, Flaggen
cheese;Käse
transactions;Erledigungen, Tätigungen, Unternehmungen
corporations;Gemeinschaften
engaging;einstellend, verbindlich, verpflichtend
pleasant;angenehm
capturing;aufnehmend, einfangend
demanding;abfordernd, verlangend
accredited;akkreditierte, beglaubigte
tender;Angebot , Ausschreibung , empfindlich, weich, zart
scholarly;gelehrt
ignored;hinweggesetzt, ignoriert, ignorierte, nicht zur Kenntnis genommen
impression;Eindruck 
spectators;Zuschauer
totally;vollkommen, vollständig
silence;Geräuschlosigkeit, Ruhe , Schweigen , Stille 
alignment;Anordnung , Anschluss , Einstellung , Fluchtlinie 
cedar;Zeder 
striker;Streikende 
encounters;begegnet
irrigation;Bewässerung
infant;Kind , Kleinkind 
institutional;Institutions...
barrel;Fass , Lauf , Rohr , Tonne , Tonne  (Gefäß), Trommel 
demo;Demo , Vorführung
seemingly;anscheinende
securing;sichernd
hanging;aufhängend, hängend
constituent;Schaltelement 
crazy;verrückt, übergeschnappt
myth;Mythos , Sage 
sphere;Bereich , Sphäre, Sphäre  
schemes;Schemata, Schemen
trapped;gefangen
descendant;Abkomme , Abkömmling, Nachkomme 
lucky;froh, glücklich
refugee;Aussiedler , Flüchtling
surveys;überblickt
wives;Ehefrauen, Frauen
brilliant;glänzend
applying;anwendend, verwendend
warehouse;Lager , Lagerhaus , Speicher  (Lager) 
tubes;Rohre, Röhren, Schläuche
enclosed;anbei, beiliegend, eingeschlossen, inliegend
Tuesday;Dienstag 
floating;fließend, gleit..., gleiten, gleitend, schwimmend
opted;wählte
enabling;ermöglichend, Freigabe 
tomatoes;Tomaten
investigating;erforschend, untersuchend
hurt;verletzt
hurt};schaden, schmerzen, verletzen
keen;eifrig, scharf
linking;Binde , verbindend
presumably;vermutlich, vermutliche
profits;Abwürfe, Gewinne, profitiert
develops;entwickelt
consortium;Konsortium , Vereinigung 
succeeding;Erfolg haben, folgen
lightweight;leicht
precise;genau, gewissenhaft
persuaded;eingeredet, überredete
atmospheric;atmosphärisch
tribunal;Strafgericht 
accordingly;danach, dementsprechend, demgemäß, entsprechend, zugehörig, übereinstimmend
limitations;Begrenzungen
shoes;Schuhe
constituted;zusammengestellt
kicked;gestoßen, trat
tide;Ebbe , Gezeiten
barn;Scheune 
painters;Maler
olive;Olive 
comeback;Rückkehr
racism;Rassismus 
Tanzania;Tansania
garnered;sammelte
comparable;vergleichbar
fur;Fell , Fell  (gegerbt) , Pelz 
reproduction;Reproduktion , Vermehrung  (biol.) , Wiedergabe 
fabric;Bau , Gewerbe , Struktur 
fabric;Gewebe
darkness;Dunkelheit , Finsternis 
chaos;Chaos , Durcheinander 
rainbow;Regenbogen 
anywhere;irgendwo, irgendwohin, überall
folklore;Volkskunde 
explaining;darlegend, erklärend
toy;Spielzeug 
aided;geholfen, unterstützt
expense;Aufwand , Aufwendung , Ausgabe , Ausgabe  (im Plural: Kosten) , Kosten, Spesen, Unkosten
ballad;Ballade , Lied 
impacts;Aufprälle, Aufschläge, Stöße
retaining;behaltend, beibehaltend, einbehaltend, Halte...
corners;Ecken
nave;Kirchenschiff 
trademark;Marke , Markenzeichen , Schutzmarke , Warenzeichen 
tough;hartnäckig, robust, schwierig, zäh
complaint;Beschwerde , Klage , Krankheit 
complaint;Beschwerdebrief 
routine;Ausdruck , Routine 
caves;Höhlen
hate;Hass 
assumption;Annahme , Vermutung , Voraussetzung 
modeling;formend
addresses;Adressen
conventions;Kongresse, Konventionen
halt;Halt 
posthumously;postums
mild;mild, sanft
synagogue;Synagoge 
expectations;Erwartungen
displaced;verdrängte, verdrängten, verschoben
substantially;wesentlich
utilized;ausgenützt, genützt, nützte aus
hiatus;Lücke
peaking;abmagernd
identifying;identifizierend, Identifizierung 
commissions;Aufträge, Kommissionen
curved;gekrümmt
revealing;aufdeckend, enthüllend
expenses;Kosten
oriental;Orientale , orientalisch, östlich
fatal;schlimm, schwerwiegend, tödlich
remnants;Reste
robot;Roboter
metals;Metalle
gifts;Gaben, Geschenke
dozens;dutzende
upgrade;ausbauen, erweitern, verbessert, Verbesserung 
violations;Verletzungen
wage;Lohn 
progressed;fortgeschritten
prints;druckt
parameters;Parameter 
monetary;Geld..., Währungs...
wise;Art und Weise , verständig, weise
sworn;geflucht, geschworen
sworn};schwören
harsh;herb, rauh, unglimpflich
finite;endlich , Teilüberdeckung
landscapes;Landschaften
midland;Binnenland , Mittelland 
valued;bewertet
surgical;chirurgisch
lone;einsam
realizes;realisiert, verwirklicht
jungle;Dschungel 
apostolic;apostolisch
theatres;Schauspielhäuser, Theater
colleague;Amtsbruder , Kollege , Mitarbeiter 
discharge;Abfluß, Austrag , Austritt 
auditorium;Aula , Zuhörerraum
guitars;Gitarren
deity;Gottheit 
carriage;Abfuhr , Anfuhr , Beförderung, Gütertransport, Kutsche , Schreibwagen , Transport , Wagen, Wagenvorschub 
approaching;anmarschierend, auf einen zukommend, nähernd
screenwriter;Drehbuchautor 
evident;einleuchtend, klar, offensichtlich
finest;feinste
highlight;Höhepunkt
settling;Beseitigung , besiedelnd, Erledigung 
bulldogs;Bulldoggen
laboratories;Laboratorien
sentences;Meinungen, Sentenzen, Sätze
oversaw;überwachte
hawks;Falken, Habichte
telecommunications;Fernmeldetechnik , Nachrichtentechnik 
legitimate;rechtmäßig
strain;(verformende) Spannung , Anspannung , anstrengen, Anstrengung , Beanspruchung , Dehnung , Kraftaufwand , Spannung , starke Inanspruchnahme , Strapaze , Verdehnung , Zug 
replied;antwortete, entgegengehalten
reunion;Treffen, Wiedersehen , Wiedervereinigung 
mud;Schlamm , Schmutz 
effectiveness;Effizienz , Leistungsfähigkeit, Wirksamkeit 
gains;erringt, gewinnt
gains;Kursgewinn 
vault;Gewölbe
roller;Rolle , Walze 
mixing;mischend, vermischend
sunk;abgesackt, absacken, gesunken, nachlassen, sinken
nerve;Nerv , nerven
flowing;fließend
proceed;weiter
prolific;reich
resides;bleibt
advocates;verteidigt
distances;Abstände, Entfernungen
beaches;Badestrände, Strände
celebrities;berühmte Personen, Berühmtheiten
ventures;Risiken
flank;Flanke 
lighter;Feuerzeug , Leichter , Taschenfeuerzeug 
securities;Sicherheiten
launching;lancierend, Stapellauf 
mothers;Mütter
toxic;giftig
reversed;invertiert, kehrte um, umgesteuert
excavations;Ausgrabungen
sailors;Seeleute
savage;grausam, wild, Wilde 
regent;herrschend
duck;Ente 
quantity;Größe  , Menge , Quantität
recommendation;Empfehlung 
acids;Säuren
enormous;enorm, gewaltig, riesig, ungeheuer
exceptional;außergewöhnlich
paths;Pfade
isolation;Absonderung , Entkopplung , Isolation , Isolierung 
accepting;akzeptierend, annehmend, zusagend
welcomed;begrüßte
preference;Bevorzugung , Vorliebe , Vorzug 
shortened;abgekürzt, gekürzt, verkürzte
qualities;Eigenschaften, Qualitäten
classroom;Klassenzimmer
formations;Bildungen, Formationen
teachings;Lehre 
magical;magisch, zauberisch
polar;entgengesetzt
potter;Töpfer
overtime;Überstunde
bag;Beutel, Jagdbeute , Koffer, Sack , Tasche , Tüte
yes;aber ja, ja, jawohl
puts;legt, steckt
ease;Behaglichkeit , Bequemlichkeit , Leichtigkeit , Ruhe 
differs;unterscheidet sich
coronation;Krönung
bee;Biene , Wettbewerb 
transmitted;ausgesendet, übermittelt, übertrug
pipeline;Leitung , über eine Leitung leiten
varsity;Universität
cage;Kabine  (eines Aufzugs) , Käfig, Schaltkäfig
regulated;geregelt, regelten
valleys;Täler
intelligent;denkfähig, intelligent, klug, mit Verstand begabt
drake;Enterich 
commemorate;gedenken
kingdoms;Königreiche
suspect;fehlerverdächtig, suspekt
immune;gefeit
lots;Mengen
cylinder;Trommel , Zylinder
valve;Elektronenröhre, Radioröhre, Ventil 
supposedly;angeblich
transfers;transferiert, überträgt
organs;Organe, Orgeln
aria;Arie 
genocide;Völkermord
sophomore;Schüler
mercy;Barmherzigkeit , Gnade , Mitleid 
skilled;bewandert, bewandt, geschickt
stamps;Briefmarken
dances;tanzt, Tänze
shipyard;Schiffswerft , Schiffwerft 
expertise;Sachkenntnis 
expertise;Sachverstand 
remarked;merkte
shaft;Schacht , Stiel , Welle 
chip;chip, Chip , integrierter Schaltkreis
bells;Klingeln
breakfast;Frühstück
publicity;Werbung , öffentliche Aufmerksamkeit
blamed;getadelt, tadelte
alphabet;Alphabet 
pursuing;verfolgend
teenager;Backfisch , Halbstarke , Jugendliche , Jüngling, Teenager 
coordination;Koordination 
irregular;irregulär, ordnungswidrig, ungeregelt, ungleich, unregelmäßig
courage;Mut 
lynch;lynchen
Czechoslovakia;Tschechoslowakei 
forestry;Forstwesen 
moss;Moos 
migrated;abgewandert, gewandert, wanderte
supervised;beaufsichtigte, beaufsichtigten
berry;Beere 
pension;Pension 
primitive;primitiv, primitive, Stammfunktion   
soils;Böden, verschmutzt
incomplete;lückenhaft, unvollständig
salmon;Lachs , Salm
asset;Aktivposten , Anlagengegenstand , Gewinn , Vermögenswert
bulls;Stiere
civilization;Gesittung , Kultur , Zivilisation 
surprised;überrascht
powder;Puder , Pulver , Staub 
knife;Messer
attained;erlangt, erreichte
runners;Läufer
mistake;Fehlentscheidung , Fehler 
witch;Hexe 
astronomy;Astronomie , Sternkunde 
keeps;behält, hält
arrow;Pfeil , Richtungspfeil 
finalist;Finalist 
nervous;nervös, reizbar
electorate;Wählerschaft
anger;Zorn , Ärger
exceptions;Ausnahmen
sank;sanken
abundant;reichlich
underwater;Unterwasser...
filter;Filter
commentator;Kommentator 
affecting;bewegend
disciplines;diszipliniert
stance;Haltung , Stellung 
pump;Luftpumpe , Pumpe 
evacuated;entleerte, geräumt, umquartiert
binary;binär
steady;bleibend, dauer..., fest, langsam, standhaft, zuverlässig
coupled;gekoppelt, verkoppelte
protective;geschützte
honey;Honig , Mädchen), Süße  (Freundin
fin;Flosse , Grat , Naht 
downs;Tiefen
discussing;beredend, besprechend, diskutierend
albeit;obgleich
reasonable;angemessen, mäßig, vernünftig
reasonable;kostengünstig
advancement;Aufstieg , Beförderung, Fortschritt , Förderung, Vorrücken
booth;Bude , Messestand , Stand , Zelle 
nationality;Nationalität, Staatsangehörigkeit, Staatsbürgerschaft
demonstrations;Demonstrationen, Vorführungen
funny;herrlich, komisch, spaßig
interact;aufeinander wirken
spur;Ansporn 
tragedy;Tragik , Tragödie
exploring;auskundschaftend
module;Bauelement , Baustein , Modul 
annexed;angefügt, annektierte
advantages;Nützlichkeiten, Vorteile, Überlegenheit
forbidden;verboten
forbidden};untersagen, verbieten
ceremonial;feierlich, zeremoniell
bays;Buchten
likes;mag
lineage;Abstammung 
reward;Belohnung 
verb;Verb , Zeitwort 
gubernatorial;Statthalter 
shipped;versandt, versandte, verschiffte
steering;Lenkung , steuernd, Steuerung 
parkway;Parkanlage 
creatures;Geschöpfe, Lebenwesens
aquatic;Wasser...
emotions;Ergriffenheiten, Gefühle
traced;aufgespürt, spürte auf
designing;entwerfend
mere;bloß, nur
finger;Finger
choosing;ausgewählt, aussuchend, Auswahl , wählend
sings;singt
beings;Menschen, Wesenheiten
spider;Spinne 
wages;Löhne
documentation;Dokumentation , Urkunden
imagery;Bilder
cloth;Stoff , Tischtuch , Tuch 
freed;befreit, befreite, frei
symbolic;symbolisch
radius;Radius 
trends;Richtungen
